stage,distortion,method,rmse,mae,r2,plv,pearson_r,time_s
stage1,mixed_warping,penalized_spline,1.2388147910215586,0.740132797924971,-0.9604666270598858,0.2018492801615274,0.07761577910526485,0.004239797592163086
stage1,mixed_warping,cubic_spline_basic,1.2388147910215586,0.740132797924971,-0.9604666270598858,0.2018492801615274,0.07761577910526485,0.5596468448638916
stage1,missing_chunks,penalized_spline,0.27520749383886434,0.04812015130948794,0.9032463849873499,0.9712770057973069,0.9671403359252007,0.0029251575469970703
stage1,missing_chunks,cubic_spline_basic,0.2750438116730693,0.04689701770077926,0.9033614409509798,0.971035888275184,0.967931099004439,0.676285982131958
stage1,time_jitter,penalized_spline,1.1924114285997354,0.7173576466561047,-0.8163475370063098,0.4024522274409756,0.33372518700805376,0.0047261714935302734
stage1,time_jitter,cubic_spline_basic,1.1924114285997354,0.7173576466561047,-0.8163475370063098,0.4024522274409756,0.33372518700805376,0.761120080947876
stage2,combined,penalized_spline,2.994637047872792,1.1879506351950133,-10.456054627399247,0.14807455894410515,-0.15048330920592512,0.003342866897583008
stage2,combined,cubic_spline_basic,3.0952617422190203,1.2060848768178198,-11.238873592885486,0.1469958154503579,-0.15082751743518202,0.47533202171325684
